type_var,YEAR,typeTotal
sardine,2010,109.4111
sardine,2011,102.84533
sardine,2012,81.48554
sardine,2013,74.6946
sardine,2014,62.81516
sardine,2015,50.51414
sardine,2016,44.96769
sardine,2017,46.37766
sardine,2018,41.228103
other,1950,199.423
other,1951,173.007
other,1952,172.599
other,1953,185.985
other,1954,184.801
other,1955,217.504
other,1956,202.316
other,1957,205.031
other,1958,223.903
other,1959,216.882
other,1960,288.968
other,1961,333.006
other,1962,256.213
other,1963,265.238
other,1964,310.624
other,1965,314.086
other,1966,341.93
other,1967,309.171
other,1968,319.334
other,1969,291.527
other,1970,273.843
other,1971,492.322
other,1972,257.991
other,1973,353.082
other,1974,332.005
other,1975,366.64
other,1976,342.024
other,1977,261.236
other,1978,352.196
other,1979,369
other,1980,317.676
other,1981,295.1
other,1982,336.441
other,1983,238.387
other,1984,270.334
other,1985,278.475
other,1986,252.962
other,1987,265.256
other,1988,311.512
other,1989,292.757
other,1990,282.907
other,1991,263.864
other,1992,284.217
other,1993,286.561
other,1994,262.652
other,1995,271.865
other,1996,286.173
other,1997,310.22
other,1998,300.043
other,1999,230.239
other,2000,254.376
other,2001,253.591
other,2002,208.68
other,2003,209.008
other,2004,185.529
other,2005,251.972
other,2006,240.76122
other,2007,282.98664
other,2008,291.05644
other,2009,234.8584
other,2010,281.99614
other,2011,275.00045
other,2012,237.62494
other,2013,265.72605
other,2014,248.94078
other,2015,282.8891
other,2016,275.74087
other,2017,259.41262
other,2018,57.6283818
